Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
1709,2,2106,2,1
1223,1,750,1,1
462,4,1185,0,1
2515,9,1890,2,1
1800,8,2361,4,1
2637,2,902,2,1
857,5,190,1,1
319,6,1375,4,1
1970,8,2438,4,1
279,3,963,3,0
2442,3,337,3,1
2327,8,1665,4,1
2210,8,1599,4,1
1502,5,443,1,0
2598,0,1537,0,0
1061,6,718,4,0
1646,-1,2019,3,0
2613,3,1548,3,0
1986,4,1703,0,1
2159,1,1868,1,1
1877,5,2526,1,0
2211,2,1765,2,0
313,0,1277,0,0
1028,6,770,4,0
2106,6,2442,4,0
2655,3,1692,3,0
1122,6,832,4,0
78,7,1582,3,1
870,5,49,1,1
2596,6,2289,4,0
571,5,356,1,0
1044,9,2108,2,1
2663,2,1674,2,1
2147,1,504,1,1
1706,6,1970,4,1
590,6,629,4,0
2654,9,1649,2,0
8,6,467,4,1
1802,8,2365,4,0
902,8,41,4,0
2586,0,1570,0,0
253,0,1435,0,0
2387,1,277,1,0
1363,8,2324,4,0
1736,2,2244,2,0
279,3,903,3,1
2371,1,268,1,1
369,5,1383,1,0
59,8,1388,4,1
2658,3,1626,3,0
2645,9,919,2,1
590,6,629,4,0
2465,1,363,1,1
2221,9,1715,2,0
7,4,452,0,0
2548,8,1798,4,1
436,-1,1100,5,0
609,6,60,4,0
400,2,1167,2,1
587,4,723,0,1
548,0,931,0,1
99,1,464,1,0
1931,9,2490,2,0
2653,1,1094,1,1
1197,0,830,0,0
2000,9,2356,2,1
434,7,1069,3,0
2191,8,1771,4,1
287,5,1330,1,1
69,7,2476,3,0
2349,2,178,2,0
345,4,1117,0,0
1186,5,615,1,0
1422,6,2011,4,1
400,2,1066,2,0
2126,3,1729,3,1
1858,8,2268,4,0
1468,7,2002,3,0
2645,9,919,2,0
848,9,217,2,0
66,10,1517,5,1
2347,8,1690,4,1
1708,9,2030,2,0
1880,1,2291,1,0
1388,6,2285,4,1
1333,9,1832,2,1
1860,7,2274,3,0
1047,3,826,3,1
853,8,188,4,0
360,5,94,1,0
2320,8,2234,4,1
1752,6,2199,4,1
357,3,1105,3,1
2468,2,355,2,0
2361,4,1222,0,0
626,0,40,0,1
1785,4,2414,0,1
2661,9,1175,2,0
2263,7,1588,3,0
1097,8,728,4,0
2527,8,1820,4,1
2514,0,1627,0,1
819,5,399,1,0
591,5,632,1,0
2664,9,1691,2,1
1880,1,2459,1,0
94,2,1425,2,1
668,0,486,0,0
91,9,1469,2,1
1709,2,2153,2,0
1289,8,501,4,0
87,4,1949,0,0
2091,3,1021,3,0
1974,0,2280,0,1
630,5,540,1,0
2596,6,1663,4,1
2367,8,1655,4,0
1363,8,2155,4,0
611,0,76,0,0
272,7,1018,3,0
2424,3,189,3,1
481,4,1060,0,0
2146,2,311,2,1
1587,0,875,0,1
1140,6,668,4,1
2232,2,870,2,1
1943,-1,2561,0,0
2548,8,402,4,0
2198,6,1752,4,0
1636,0,1984,0,1
1972,5,2279,1,0
863,3,316,3,0
2591,3,2404,3,1
1500,10,589,5,1
1224,1,464,1,1
118,5,1432,1,0
2356,6,1587,4,1
2190,4,1846,0,1
685,-1,1530,1,0
548,0,931,0,0
2269,5,1883,1,1
1493,4,2009,0,0
519,7,957,3,0
2155,1,1853,1,1
2471,11,372,5,0
522,0,1165,0,0
2428,11,1619,5,0
869,6,60,4,0
2350,3,1596,3,0
24,9,1469,2,1
2610,4,1654,0,0
620,0,698,0,1
1489,1,481,1,0
2664,9,1562,2,1
1086,3,742,3,1
2602,1,990,1,1
1238,5,612,1,1
1412,11,1631,5,0
1313,3,2124,3,1
2269,5,1883,1,1
1409,5,656,1,0
1348,6,2136,4,1
519,7,953,3,0
1786,1,2304,1,1
1056,4,757,0,1
2280,3,1745,3,0
776,7,306,3,0
2442,3,1554,3,1
1223,1,1902,1,0
599,0,681,0,1
256,2,1580,2,1
1563,-1,1946,1,1
1909,3,2517,3,0
837,1,441,1,0
1196,0,766,0,0
2210,8,1738,4,0
938,9,218,2,0
2624,2,910,2,1
2353,3,1621,3,0
2561,11,1867,5,1
840,9,217,2,0
1412,11,1699,5,0
1072,2,435,2,0
1732,9,2133,2,0
2153,5,1603,1,1
2207,8,2214,4,0
913,6,44,4,1
60,2,1395,2,1
279,3,963,3,1
1198,5,764,1,0
70,1,1431,1,0
879,11,1125,5,0
2617,9,1758,2,0
2588,7,1551,3,0
2659,11,958,5,0
2105,9,2569,2,1
2147,1,620,1,1
592,2,12,2,0
233,3,1438,3,1
269,7,929,3,0
228,9,1377,2,1
2374,1,263,1,1
2627,8,1655,4,1
276,1,924,1,0
2123,1,363,1,0
853,8,188,4,1
1623,2,2129,2,0
1784,4,2463,0,0
1398,8,2268,4,0
1061,6,718,4,1
127,2,2500,2,0
2463,3,1839,3,1
1037,8,821,4,0
2568,9,1834,2,0
2017,8,2555,4,1
2160,0,1718,0,1
901,11,88,5,0
2160,0,1718,0,1
605,9,91,2,0
2105,9,2524,2,1
1629,7,2218,3,0
1247,-1,460,3,0
2597,1,1736,1,0
1733,2,2427,2,0
2443,7,306,3,0
2160,0,1718,0,0
1285,1,593,1,1
512,8,905,4,0
922,1,1200,1,0
1085,3,782,3,1
531,0,935,0,1
2227,4,1816,0,0
1028,6,636,4,1
1200,6,729,4,0
770,2,260,2,1
1411,0,1570,0,1
2558,5,1638,1,0
2121,1,1539,1,0
2560,6,1566,4,1
2619,10,1534,5,1
1821,7,2277,3,0
2379,1,1694,1,1
333,10,1293,5,1
560,7,25,3,0
276,1,924,1,0
2660,9,1722,2,1
2430,5,1693,1,0
2107,8,2339,4,1
1267,8,502,4,0
268,8,934,4,0
1553,8,898,4,0
566,9,167,2,1
2591,3,2396,3,1
1014,7,505,3,1
1009,3,705,3,1
101,1,448,1,0
1479,7,544,3,0
1182,5,624,1,0
851,1,200,1,1
1509,1,481,1,0
1882,8,2494,4,1
1909,3,2517,3,0
2416,9,252,2,1
176,-1,1307,5,1
1444,6,1919,4,1
1088,9,899,2,1
2434,7,1588,3,0
2653,1,1662,1,0
354,9,922,2,0
1174,7,312,3,0
1391,5,1790,1,0
1585,-1,2263,3,1
1262,2,655,2,1
898,8,29,4,1
345,4,71,0,1
1744,1,2135,1,1
1602,4,2197,0,0
1408,1,2360,1,1
1189,4,576,0,0
904,2,195,2,1
1245,5,579,1,1
1681,1,2121,1,1
904,2,195,2,0
1705,9,2108,2,0
2380,7,275,3,0
1291,4,458,0,1
307,4,996,0,1
618,10,5,5,1
2449,7,1695,3,0
2222,7,1761,3,0
2610,4,2384,0,1
2206,9,1886,2,1
1844,2,2302,2,1
1867,1,2337,1,0
71,7,454,3,0
600,4,71,0,0
1400,0,2115,0,0
2548,8,442,4,0
2291,6,1859,4,1
2573,1,1532,1,1
1905,7,2593,3,0
1882,8,2438,4,1
2336,1,1574,1,1
318,5,1223,1,0
551,6,1047,4,1
661,5,1394,1,1
489,5,1012,1,1
77,4,1430,0,0
25,3,499,3,0
2515,9,1890,2,0
2157,5,296,1,0
2449,7,244,3,0
568,8,122,4,1
844,6,197,4,1
975,3,204,3,1
2189,4,1546,0,0
969,9,1154,2,0
1629,7,2148,3,1
2582,8,1586,4,1
272,7,923,3,0
2551,8,402,4,0
2490,8,333,4,1
2189,4,308,0,1
2604,7,1535,3,1
1504,9,1920,2,0
1370,4,1728,0,1
2490,8,333,4,0
83,8,455,4,1
1864,9,2347,2,1
69,7,1370,3,0
1183,-1,724,2,0
1023,7,666,3,1
1407,6,1595,4,1
2442,3,337,3,1
2123,1,1594,1,0
2279,3,1737,3,1
1145,-1,836,3,0
1927,0,2015,0,0
1032,9,694,2,1
2331,0,1645,0,0
2187,0,1823,0,1
1629,7,2148,3,0
2590,4,1676,0,1
902,8,29,4,0
617,9,667,2,0
301,0,1253,0,0
1134,1,526,1,0
469,11,1088,5,1
1864,9,2461,2,1
2446,5,1584,1,0
2463,3,380,3,0
1982,0,1010,0,0
1887,2,2530,2,1
247,11,1490,5,1
1519,3,2000,3,0
381,4,1117,0,1
1705,9,2108,2,1
94,2,1366,2,0
1200,6,2050,4,0
2609,2,1547,2,1
117,9,611,2,0
903,8,1086,4,0
980,7,1198,3,0
2553,8,1639,4,1
1061,6,733,4,0
866,10,237,5,1
2361,4,1557,0,1
2098,9,975,2,1
2320,8,1889,4,0
465,1,1157,1,0
1985,2,980,2,1
2121,1,1807,1,0
2010,0,2468,0,0
2200,2,1726,2,0
689,2,554,2,1
1189,4,576,0,1
1757,-1,1957,5,0
5,5,1383,1,1
1925,1,1249,1,0
748,3,383,3,1
2210,8,1712,4,0
814,4,319,0,1
1558,-1,2033,4,1
2108,0,2325,0,1
2611,8,984,4,0
1328,8,2234,4,0
1762,-1,2379,4,1
2157,5,296,1,1
932,1,1188,1,0
2400,8,241,4,1
2268,2,1877,2,0
1963,4,1772,0,1
2454,3,429,3,1
1223,1,1902,1,1
1014,7,796,3,1
480,2,910,2,0
2579,8,1536,4,1
747,2,281,2,0
2642,7,1659,3,0
1418,0,2201,0,1
227,3,1376,3,1
1937,7,1343,3,1
2189,4,1546,0,1
2148,1,203,1,0
1967,9,2447,2,1
674,1,79,1,1
522,0,914,0,0
2274,9,1722,2,0
560,7,25,3,1
1949,6,2466,4,0
572,1,538,1,1
871,0,287,0,0
2165,0,1724,0,1
1415,0,2196,0,1
939,8,1086,4,0
759,7,80,3,1
2309,3,1803,3,0
2102,3,2587,3,1
1130,9,899,2,1
1941,0,2488,0,1
1049,2,642,2,1
2269,5,1638,1,1
2187,0,1724,0,1
2248,2,1625,2,1
1328,8,2234,4,0
2582,8,1536,4,1
12,1,1431,1,1
1131,8,785,4,0
2395,0,251,0,0
816,5,291,1,0
2093,7,1018,3,0
2617,9,1758,2,0
1284,9,519,2,0
2563,-1,1797,5,0
2423,9,218,2,0
1664,7,1925,3,0
1293,4,648,0,1
2200,2,1765,2,0
329,5,1241,1,0
2452,3,1672,3,1
1316,5,2112,1,1
158,-1,1354,5,0
1285,1,593,1,0
2140,1,363,1,1
1763,11,2416,5,0
1171,1,378,1,1
2243,6,1720,4,1
2642,7,302,3,1
1825,2,2329,2,0
1417,3,1939,3,1
2597,1,1736,1,0
2006,11,2566,5,1
82,7,1444,3,0
887,9,1173,2,0
1759,7,2612,3,1
2215,7,1856,3,0
2095,6,2442,4,0
277,1,2360,1,1
2585,5,985,1,1
2609,2,1547,2,1
2525,4,1747,0,1
2442,3,1617,3,0
2313,-1,2419,3,1
2616,7,2363,3,0
2020,8,1240,4,1
1738,-1,2226,1,0
1420,4,2005,0,1
2627,8,1058,4,1
69,7,1370,3,0
1073,4,756,0,1
2129,1,1826,1,1
1345,0,2196,0,0
274,7,1139,3,0
2167,4,292,0,0
2648,6,1595,4,1
135,0,1495,0,0
1751,1,1863,1,1
588,8,712,4,1
2581,1,1759,1,0
376,0,942,0,1
1495,1,457,1,1
827,8,825,4,0
1696,3,1943,3,1
2181,0,315,0,0
180,4,1319,0,1
1266,4,524,0,0
2198,6,1831,4,0
2482,9,344,2,1
63,9,500,2,1
2636,9,1649,2,0
2580,1,1532,1,1
1894,6,2109,4,1
2229,2,2244,2,1
1965,2,2270,2,0
2607,10,1677,5,1
340,4,1276,0,0
1791,0,2322,0,1
83,8,455,4,0
1824,6,2380,4,1
367,11,1399,5,1
2491,2,415,2,0
750,3,293,3,1
2591,3,2396,3,1
1957,-1,2096,5,1
2210,8,1738,4,1
267,2,952,2,1
1420,4,2005,0,0
255,5,1012,1,1
1245,5,468,1,1
479,2,1061,2,1
2288,4,1838,0,0
30,6,571,4,1
1595,7,820,3,0
1426,8,1923,4,0
1063,8,647,4,1
2323,7,1748,3,0
1626,9,1983,2,0
2432,7,1535,3,0
759,7,652,3,0
776,7,306,3,0
2574,4,1654,0,0
749,9,344,2,0
2604,7,1535,3,0
1396,6,1948,4,1
2387,1,277,1,1
258,3,920,3,1
1009,3,711,3,1
2646,8,940,4,1
1988,4,2434,0,0
2259,9,1792,2,1
277,1,1610,1,1
590,6,60,4,0
2331,0,1645,0,0
531,0,935,0,0
2610,4,1654,0,0
352,0,1390,0,0
2614,3,1711,3,1
28,0,547,0,1
2482,9,350,2,1
1828,0,2319,0,0
494,6,1152,4,1
1083,4,810,0,0
1697,5,2137,1,1
598,6,84,4,0
1932,6,2064,4,0
1203,5,615,1,1
1102,10,746,5,0
337,0,992,0,1
107,9,2445,2,1
2473,8,1599,4,0
1501,4,1998,0,1
1112,5,745,1,0
2294,11,1879,5,0
1724,5,2338,1,1
2136,1,300,1,0
2185,2,1768,2,0
1824,6,2367,4,0
1363,8,1763,4,1
1963,4,1772,0,0
1398,8,2204,4,0
2430,5,1693,1,0
278,5,1205,1,1
2608,1,1532,1,1
965,9,218,2,1
2282,9,1742,2,1
1006,3,499,3,0
1995,0,942,0,0
1398,8,2268,4,0
872,0,191,0,1
1685,3,2049,3,0
2396,0,213,0,0
1364,1,2135,1,1
414,6,1224,4,0
554,4,58,0,0
37,3,563,3,1
554,4,8,0,0
1951,6,1275,4,0
548,0,1010,0,0
2377,8,258,4,1
1785,4,2316,0,1
1673,1,1902,1,0
1863,2,2530,2,1
1310,6,2221,4,1
1677,0,1910,0,0
2133,5,425,1,0
1713,2,2288,2,0
2533,3,1623,3,0
2056,-1,2613,4,1
2169,5,1746,1,0
562,7,108,3,1
1131,8,785,4,1
1883,8,2094,4,1
1245,5,468,1,1
1074,1,856,1,0
1338,0,2186,0,0
1858,8,2268,4,0
2551,8,402,4,1
588,8,23,4,1
1397,2,2128,2,0
986,7,505,3,1
1406,2,1768,2,1
76,3,725,3,1
2629,2,1061,2,1
81,4,1430,0,0
379,0,927,0,1
1331,8,2254,4,1
2525,4,1773,0,0
18,3,1426,3,0
729,9,162,2,0
2658,3,920,3,0
2280,3,1745,3,1
2188,4,1683,0,0
759,7,652,3,1
1205,6,769,4,0
2446,5,1553,1,0
2434,7,1869,3,1
499,1,990,1,0
1009,3,705,3,0
1806,6,2070,4,0
2037,2,2505,2,0
1784,4,2315,0,0
1931,9,2506,2,1
2252,5,1727,1,0
1846,8,2428,4,0
1255,3,523,3,0
991,7,454,3,1
1829,0,2280,0,0
83,8,981,4,0
2454,3,429,3,1
2596,6,1663,4,1
465,1,1157,1,0
364,6,1375,4,0
612,2,65,2,0
986,7,454,3,0
426,-1,1531,1,1
542,6,1027,4,1
1186,5,702,1,0
1791,0,2322,0,1
1049,2,731,2,0
840,9,1173,2,0
2624,2,947,2,1
2071,7,2265,3,1
1401,7,2207,3,0
1804,10,2364,5,1
1910,3,2286,3,0
102,8,981,4,0
1050,9,781,2,0
1967,9,2340,2,1
347,8,905,4,1
1406,2,1921,2,0
2455,4,1683,0,0
1508,9,516,2,0
1390,6,1926,4,1
1516,0,2067,0,0
731,1,1,1,0
1202,5,656,1,0
510,8,984,4,1
1967,9,2309,2,0
98,2,495,2,0
1997,7,2549,3,1
2614,3,2396,3,1
2166,6,340,4,0
553,1,508,1,0
1006,3,633,3,1
1025,7,722,3,1
254,9,1502,2,0
584,10,706,5,0
838,5,222,1,1
1129,7,859,3,1
1188,1,464,1,1
1859,1,2291,1,0
1965,2,2270,2,0
1802,8,2379,4,1
1999,2,2300,2,0
2637,2,1580,2,1
2005,10,2283,5,1
2437,7,1637,3,1
1889,7,2603,3,1
2540,9,1687,2,1
1713,2,2288,2,1
1588,8,2007,4,1
1357,10,2175,5,1
1970,8,2339,4,0
1845,1,2386,1,0
2232,2,870,2,0
28,0,486,0,0
2287,5,2193,1,0
1884,0,2497,0,1
2666,2,1605,2,0
2440,9,350,2,0
2179,3,1839,3,0
2597,1,1532,1,1
1682,5,1901,1,0
1997,7,2549,3,1
964,2,1115,2,0
2125,2,311,2,1
2333,7,1560,3,1
825,6,340,4,1
305,5,1241,1,0
2276,8,1639,4,0
2595,7,2363,3,0
2451,7,183,3,1
502,1,1590,1,0
2235,3,1711,3,0
596,10,39,5,0
2648,6,937,4,1
439,6,1099,4,0
2219,5,1762,1,1
71,7,478,3,0
1759,-1,2418,3,0
2250,2,1865,2,0
950,4,45,0,0
1409,5,1648,1,1
2142,10,360,5,0
1389,0,2201,0,1
330,7,959,3,0
476,3,1225,3,1
365,7,78,3,1
2627,8,1655,4,0
2391,4,259,0,1
2198,6,1831,4,0
490,7,953,3,0
561,2,133,2,0
18,3,1376,3,1
1977,6,2285,4,0
2121,1,1807,1,1
181,-1,1320,0,1
1967,9,2309,2,1
1698,3,1917,3,0
960,9,1082,2,1
871,0,287,0,1
1866,8,2293,4,0
252,7,1473,3,0
538,11,1051,5,0
1872,7,2549,3,1
2195,7,880,3,0
2612,2,2427,2,1
2364,1,1694,1,0
1435,7,460,3,0
1868,8,2494,4,0
1492,7,2473,3,1
104,4,1053,0,0
1041,3,829,3,1
341,8,1284,4,0
2373,6,249,4,0
1909,3,1238,3,0
1797,5,2409,1,1
2530,1,1868,1,0
2525,4,1747,0,1
1835,7,2348,3,0
494,6,997,4,0
304,8,1384,4,0
2157,5,683,1,0
1704,4,1988,0,0
798,0,671,0,1
274,7,1174,3,1
848,9,181,2,0
1370,4,2388,0,1
2123,1,363,1,1
996,2,133,2,1
1783,6,2310,4,1
255,5,969,1,0
2317,0,1787,0,0
2188,4,1776,0,0
2390,2,1578,2,0
1893,7,2277,3,1
2254,4,2402,0,0
142,9,2548,2,1
2218,8,1798,4,1
290,3,1020,3,0
674,1,1450,1,0
2494,4,1644,0,1
2151,1,750,1,1
2201,3,1830,3,1
1996,3,963,3,0
785,-1,684,0,1
1716,7,2389,3,1
1321,5,2193,1,1
1058,8,817,4,0
2579,8,1544,4,1
1857,7,2323,3,0
1685,3,2049,3,0
1059,6,719,4,1
2173,0,339,0,0
2611,8,984,4,1
1388,6,2285,4,0
196,8,1489,4,1
2160,0,1707,0,1
255,5,1012,1,0
1356,2,2106,2,0
2238,7,1761,3,0
589,9,710,2,0
2077,9,1009,2,1
1860,7,2274,3,1
1516,0,1910,0,0
2101,5,2573,1,1
1211,5,1994,1,1
2193,6,1862,4,1
1868,8,2486,4,1
2250,2,1837,2,1
417,8,1407,4,1
1391,5,2114,1,0
2140,1,363,1,1
991,7,699,3,0
1206,9,753,2,1
511,3,1688,3,0
1405,3,633,3,0
2407,6,1606,4,0
1253,6,487,4,0
2188,4,1776,0,0
2403,3,276,3,0
1146,-1,832,4,0
2666,2,1055,2,1
226,6,1362,4,0
1368,2,2150,2,1
1677,0,1910,0,0
2579,8,1744,4,0
2193,6,807,4,0
1365,2,2355,2,1
1402,3,1730,3,1
290,3,1238,3,0
640,9,119,2,1
135,0,1363,0,0
382,9,1173,2,1
1264,1,639,1,0
2181,0,315,0,0
276,1,1085,1,1
2574,4,1703,0,0
1740,-1,2431,4,1
1056,4,757,0,1
1325,5,2198,1,0
1862,0,2507,0,1
2163,9,1886,2,1
2598,0,1537,0,0
1472,4,1940,0,0
2346,2,1563,2,0
2527,8,1599,4,1
2195,7,1741,3,1
1171,1,410,1,1
265,4,991,0,0
999,3,783,3,1
1352,6,2221,4,1
2169,5,1746,1,1
1971,9,2356,2,1
1967,9,2340,2,0
277,1,1610,1,0
2121,1,1807,1,1
1066,9,667,2,0
1942,1,2436,1,0
225,7,1381,3,0
693,7,1444,3,0
1989,0,2468,0,0
687,1,1450,1,0
811,9,298,2,0
1299,2,495,2,0
2593,10,1565,5,1
1066,9,739,2,1
2588,7,1551,3,0
266,1,968,1,0
255,5,1012,1,0
2409,8,269,4,0
859,6,214,4,0
1647,1,2034,1,0
2256,3,2354,3,0
256,2,260,2,0
1124,-1,815,3,0
606,2,461,2,0
610,11,690,5,1
337,0,927,0,1
666,0,714,0,0
1893,7,2603,3,0
427,4,1207,0,1
2437,7,1567,3,0
2200,2,1726,2,0
94,2,1425,2,1
1196,0,766,0,0
2237,7,1714,3,0
2268,2,1877,2,0
379,0,927,0,1
277,1,2102,1,0
241,8,1388,4,0
647,6,1459,4,1
267,2,1005,2,1
2664,9,1651,2,1
1539,-1,2097,3,1
2356,6,1642,4,0
1012,7,699,3,1
2210,8,1738,4,1
370,0,698,0,0
701,7,474,3,0
2369,4,187,0,0
887,9,1169,2,1
1286,10,453,5,0
1708,9,2030,2,0
2235,3,1858,3,1
2464,3,1833,3,0
798,0,671,0,1
843,5,226,1,1
2106,6,1002,4,0
1857,7,2323,3,0
1734,9,1872,2,0
41,5,1393,1,0
852,5,222,1,0
1936,1,2533,1,1
1026,4,790,0,0
1937,7,1387,3,0
1983,9,960,2,0
1268,7,505,3,1
1454,8,1968,4,1
477,8,904,4,1
1393,9,2184,2,0
2598,0,1537,0,1
867,5,226,1,0
1327,6,2136,4,0
2650,9,1691,2,0
148,10,1322,5,0
1785,4,2391,0,0
894,7,224,3,1
316,9,955,2,0
1027,5,212,1,0
1975,9,2344,2,1
1394,4,2180,0,0
1368,2,2128,2,1
272,7,1018,3,0
880,10,10,5,0
497,8,1544,4,1
1294,4,452,0,1
24,9,2445,2,1
280,3,1279,3,1
267,2,952,2,1
493,4,1772,0,0
992,4,637,0,1
103,7,1915,3,0
1477,4,569,0,0
1022,7,699,3,0
130,8,2494,4,0
1883,8,2094,4,1
1398,8,1586,4,0
339,1,1323,1,0
1674,9,1937,2,0
1856,3,2275,3,0
267,2,947,2,0
543,0,978,0,1
261,0,927,0,0
2663,2,1678,2,0
44,1,538,1,0
631,-1,657,2,1
1040,6,732,4,0
897,3,155,3,0
1991,4,2487,0,1
95,8,518,4,1
415,7,1067,3,1
573,8,62,4,0
929,3,1162,3,0
2441,3,380,3,0
2639,3,1596,3,0
2609,2,1743,2,1
1819,1,2372,1,1
1998,1,1024,1,1
2148,1,203,1,0
1348,6,2118,4,1
2278,0,1755,0,0
576,8,122,4,1
1963,4,2317,0,1
1394,4,2180,0,0
2468,2,355,2,0
669,2,133,2,0
2595,7,2366,3,0
2234,2,1710,2,0
2431,5,267,1,1
68,2,1921,2,1
2632,2,1580,2,0
766,2,195,2,1
2106,6,962,4,1
1986,4,2388,0,0
331,7,1346,3,0
1315,9,2233,2,1
171,4,1509,0,0
2636,9,1649,2,0
536,3,1220,3,0
1002,7,565,3,1
1965,2,2270,2,1
2653,1,1662,1,0
1797,5,2409,1,0
247,11,1490,5,1
292,3,1286,3,1
494,6,1027,4,1
1779,7,2418,3,0
2638,7,1018,3,0
1932,6,2064,4,0
104,4,1430,0,0
1992,2,2300,2,0
531,0,1010,0,0
1419,7,2113,3,0
614,9,103,2,0
123,6,1412,4,1
278,5,1205,1,0
848,9,1607,2,0
1582,4,1971,0,0
277,1,2459,1,1
593,4,691,0,0
1093,1,772,1,1
2188,4,1776,0,0
1203,5,615,1,0
1531,0,2032,0,0
344,0,76,0,0
2038,1,2563,1,0
50,9,1421,2,0
2573,1,2287,1,1
1373,8,2149,4,0
940,2,1226,2,1
1729,10,2432,5,1
17,-1,1391,3,0
692,4,580,0,0
2584,3,1538,3,1
2587,1,912,1,0
618,10,503,5,1
1974,0,2280,0,1
2343,4,187,0,0
2049,4,1292,0,0
1642,2,1974,2,1
1994,9,2477,2,1
1311,2,2129,2,0
2284,5,1762,1,0
594,0,109,0,0
1061,6,770,4,0
241,8,1388,4,0
77,4,493,0,1
617,9,694,2,0
1516,0,2067,0,0
2455,4,1644,0,1
2283,0,1799,0,0
2,1,479,1,0
1372,8,1712,4,1
763,9,325,2,0
1097,8,847,4,0
2159,1,1868,1,1
1723,8,2155,4,1
2324,-1,2423,4,1
2124,4,1549,0,1
1873,6,2466,4,1
1362,7,2148,3,0
2661,9,217,2,1
1415,0,1718,0,1
1153,22,660,3,0
1861,4,2483,0,0
2109,0,2562,0,1
749,9,297,2,0
1313,3,2124,3,1
881,7,78,3,0
2157,5,296,1,0
2039,4,1292,0,0
2663,2,1547,2,0
69,7,1368,3,1
337,0,927,0,1
75,2,461,2,1
1858,8,1950,4,1
2210,8,1763,4,0
2414,6,290,4,1
1837,6,2281,4,0
572,1,447,1,0
875,5,94,1,1
2189,4,308,0,0
2009,0,2326,0,1
337,0,927,0,1
1404,4,2208,0,1
502,1,1056,1,1
2635,2,1563,2,1
1953,-1,2492,2,1
28,0,1423,0,1
1209,1,627,1,1
1087,8,331,4,0
2572,5,1783,1,1
2182,0,1823,0,0
2363,5,1653,1,0
1518,5,1979,1,0
277,1,504,1,0
450,8,1057,4,1
1961,5,2526,1,0
1991,4,2487,0,0
2397,11,1700,5,1
1385,3,2275,3,0
2248,2,1887,2,0
1231,1,479,1,0
2582,8,1586,4,0
2011,4,2462,0,1
1986,4,1676,0,1
2643,4,1676,0,1
1091,7,887,3,0
2600,4,1664,0,1
2004,3,1023,3,0
305,5,944,1,0
1301,2,623,2,0
2148,1,407,1,1
202,-1,1460,0,1
949,1,1077,1,0
136,4,1328,0,1
1162,-1,672,0,1
1859,1,2533,1,0
1599,5,1905,1,1
1316,5,2193,1,0
579,2,59,2,0
1992,2,2300,2,0
2589,8,1744,4,1
2038,1,2563,1,1
1413,0,2387,0,1
1404,4,2208,0,0
2626,3,1573,3,1
1064,7,302,3,0
2081,3,1020,3,1
2240,8,1820,4,1
2507,2,366,2,1
315,1,973,1,1
1867,1,2156,1,1
1443,-1,1997,1,1
1684,0,2115,0,1
510,8,984,4,1
916,6,1132,4,1
1190,4,798,0,0
2201,3,1830,3,1
873,5,212,1,0
519,7,953,3,0
2416,9,252,2,1
2405,1,250,1,1
1887,2,1941,2,0
1993,6,908,4,1
367,11,1470,5,1
2660,9,1722,2,0
2566,6,1561,4,1
304,8,1294,4,1
1006,3,633,3,0
2586,0,1570,0,1
311,4,1207,0,0
276,1,924,1,0
617,9,694,2,0
2489,2,178,2,1
2576,6,1533,4,1
1057,8,780,4,0
1831,9,2410,2,0
358,8,940,4,0
2087,8,1044,4,0
36,5,579,1,0
2637,2,902,2,1
1835,7,2366,3,0
375,6,921,4,0
55,2,1456,2,0
2606,8,2339,4,1
2610,4,1773,0,0
844,6,197,4,1
2234,2,1710,2,0
15,0,1390,0,1
2442,3,1554,3,0
103,7,478,3,0
886,4,35,0,0
1986,4,2515,0,0
2004,3,2396,3,0
1395,3,2122,3,0
1402,3,1711,3,0
618,10,706,5,1
1987,11,1697,5,0
859,6,289,4,1
470,5,1083,1,0
1758,3,2333,3,0
2571,2,1881,2,0
611,0,630,0,1
410,3,1472,3,1
296,11,925,5,0
2377,8,220,4,0
865,5,1012,1,0
2469,1,318,1,1
2575,5,1603,1,1
2280,3,1745,3,1
1507,5,1980,1,1
602,8,529,4,1
853,8,1665,4,0
1728,2,2328,2,1
2123,1,1594,1,0
834,1,203,1,0
1468,7,2098,3,1
1780,2,2362,2,0
600,4,484,0,1
702,-1,1501,4,1
2096,3,2454,3,1
2066,7,1015,3,0
1979,6,2321,4,1
2323,7,2145,3,0
1851,5,2377,1,1
1054,2,283,2,0
903,8,1057,4,1
1191,8,727,4,0
1986,4,2388,0,0
1405,3,1939,3,0
2147,1,1610,1,1
1313,3,1730,3,0
2579,8,1655,4,1
1027,5,614,1,0
367,11,1399,5,0
257,9,960,2,0
759,7,302,3,1
1708,9,1904,2,1
816,5,414,1,0
761,10,393,5,1
1366,8,2246,4,0
2263,7,1588,3,1
2068,1,1024,1,0
1394,4,2180,0,1
1401,7,1582,3,0
452,4,1134,0,1
799,8,379,4,0
2482,9,350,2,1
1184,-1,671,0,1
752,3,155,3,1
2403,3,276,3,1
569,1,6,1,1
142,9,2548,2,0
2509,9,271,2,0
277,1,1610,1,0
2563,10,1797,5,0
2089,7,2614,3,0
61,1,1411,1,1
898,8,225,4,0
886,4,192,0,0
2440,9,344,2,0
2189,4,308,0,0
686,-1,1514,4,0
1047,3,826,3,1
7,4,2005,0,0
1526,1,587,1,1
2254,4,1776,0,1
1338,0,2217,0,1
1372,8,1763,4,0
1711,7,2055,3,0
